project_id,project_name,department_id,start_year
1441,Project Delta 230,8848,2022
1442,Project Zeta 688,3001,2012
1443,Project Beta 633,4256,2013
1444,Project Gamma 971,7578,2019
1445,Project Epsilon 292,8811,2020
1446,Project Epsilon 426,9391,2014
1447,Project Gamma 997,9213,2019
1448,Project Beta 259,5342,2011
1449,Project Zeta 594,4567,2023
1450,Project Delta 429,2883,2019
1451,Project Gamma 737,7295,2017
1452,Project Gamma 507,6001,2015
1453,Project Alpha 266,8437,2023
1454,Project Epsilon 789,5458,2016
1455,Project Beta 648,3083,2016
1456,Project Delta 517,6938,2015
1457,Project Delta 159,3444,2011
1458,Project Zeta 103,1283,2012
1459,Project Beta 742,1170,2013
1460,Project Beta 759,8452,2017
1461,Project Gamma 904,3445,2020
1462,Project Zeta 904,4289,2012
1463,Project Alpha 408,4707,2021
1464,Project Epsilon 319,5502,2014
1465,Project Zeta 894,5433,2022
1466,Project Delta 395,9239,2018
1467,Project Epsilon 829,3786,2019
1468,Project Delta 632,3281,2018
1469,Project Zeta 230,5932,2012
1470,Project Gamma 988,4692,2013
1471,Project Alpha 738,3151,2015
1472,Project Zeta 354,5565,2012
1473,Project Alpha 460,1035,2017
1474,Project Beta 796,4695,2022
1475,Project Delta 530,349,2022
1476,Project Delta 645,9405,2020
1477,Project Epsilon 928,2485,2021
1478,Project Gamma 581,1672,2015
1479,Project Delta 898,5258,2016
1480,Project Alpha 117,8939,2010
1481,Project Zeta 178,638,2022
1482,Project Beta 938,332,2012
1483,Project Beta 205,2292,2013
1484,Project Epsilon 446,5954,2011
1485,Project Beta 198,6841,2019
1486,Project Epsilon 329,2235,2013
1487,Project Beta 668,5818,2014
1488,Project Alpha 368,2074,2012
1489,Project Delta 938,3780,2020
1490,Project Beta 522,2091,2011
1491,Project Gamma 370,5234,2013
1492,Project Delta 208,5507,2020
1493,Project Alpha 373,5274,2011
1494,Project Epsilon 502,8004,2018
1495,Project Delta 605,9019,2018
1496,Project Alpha 884,1286,2020
1497,Project Alpha 754,5783,2022
1498,Project Epsilon 202,3409,2012
1499,Project Delta 649,4891,2012
1500,Project Beta 279,6443,2013
1501,Project Gamma 463,4403,2016
1502,Project Epsilon 796,666,2013
1503,Project Beta 834,6339,2023
1504,Project Zeta 676,3085,2011
1505,Project Alpha 997,5591,2017
1506,Project Alpha 681,7455,2013
1507,Project Beta 305,8982,2011
1508,Project Gamma 400,5583,2015
1509,Project Beta 564,9162,2021
1510,Project Delta 547,2649,2020
1511,Project Delta 106,2985,2013
1512,Project Gamma 539,4657,2010
1513,Project Zeta 697,3813,2010
1514,Project Epsilon 726,8751,2016
1515,Project Epsilon 721,1283,2019
1516,Project Zeta 482,204,2017
1517,Project Zeta 674,7154,2017
1518,Project Epsilon 501,9331,2019
1519,Project Epsilon 679,3561,2020
1520,Project Epsilon 210,9331,2020
1521,Project Alpha 742,9309,2014
1522,Project Epsilon 937,7539,2014
1523,Project Delta 220,2840,2013
1524,Project Zeta 185,9808,2021
1525,Project Zeta 108,592,2012
1526,Project Gamma 193,5936,2015
1527,Project Alpha 606,5356,2018
1528,Project Delta 322,7424,2013
1529,Project Gamma 309,3322,2012
1530,Project Delta 135,2140,2018
1531,Project Epsilon 719,6584,2016
1532,Project Delta 613,7091,2022
1533,Project Epsilon 477,8837,2023
1534,Project Zeta 375,3483,2011
1535,Project Alpha 494,2648,2011
1536,Project Alpha 829,6638,2015
1537,Project Alpha 412,4147,2023
1538,Project Delta 311,6596,2021
1539,Project Gamma 800,4755,2021
1540,Project Beta 180,299,2015
1541,Project Gamma 549,8115,2011
1542,Project Zeta 146,3358,2020
1543,Project Alpha 777,2358,2017
1544,Project Gamma 687,6789,2010
1545,Project Epsilon 744,8943,2019
1546,Project Gamma 661,6276,2019
1547,Project Delta 722,3098,2015
1548,Project Epsilon 406,3340,2014
1549,Project Beta 292,1636,2014
1550,Project Epsilon 383,5463,2012
1551,Project Zeta 203,2766,2015
1552,Project Zeta 990,8982,2016
1553,Project Alpha 534,2277,2020
1554,Project Alpha 874,8392,2011
1555,Project Epsilon 145,4466,2010
1556,Project Zeta 688,9581,2011
1557,Project Gamma 227,4948,2021
1558,Project Alpha 398,35,2015
1559,Project Alpha 671,5713,2010
1560,Project Zeta 181,3968,2020
1561,Project Gamma 590,4469,2021
1562,Project Beta 715,6579,2013
1563,Project Delta 360,1183,2012
1564,Project Beta 923,6750,2014
1565,Project Delta 238,5248,2021
1566,Project Gamma 805,3592,2021
1567,Project Epsilon 857,2922,2014
1568,Project Gamma 316,9826,2021
1569,Project Delta 113,4739,2012
1570,Project Gamma 126,8797,2011
1571,Project Delta 389,4530,2012
1572,Project Gamma 788,3888,2019
1573,Project Zeta 818,6557,2018
1574,Project Zeta 445,3044,2017
1575,Project Delta 615,2899,2010
1576,Project Epsilon 200,8980,2020
1577,Project Epsilon 204,2711,2012
1578,Project Gamma 902,6295,2016
1579,Project Alpha 365,2615,2022
1580,Project Epsilon 140,9920,2022
1581,Project Delta 101,2645,2010
1582,Project Epsilon 880,7669,2019
1583,Project Zeta 115,9952,2016
1584,Project Zeta 352,5865,2023
1585,Project Alpha 950,5213,2019
1586,Project Alpha 176,7688,2015
1587,Project Zeta 318,3863,2011
1588,Project Delta 156,2217,2020
1589,Project Gamma 308,3920,2017
1590,Project Epsilon 585,28,2018
1591,Project Delta 152,5053,2020
1592,Project Beta 578,7842,2015
1593,Project Epsilon 571,2951,2022
1594,Project Gamma 303,7655,2011
1595,Project Delta 241,582,2020
1596,Project Alpha 431,3776,2013
1597,Project Beta 125,122,2013
1598,Project Beta 444,6272,2019
1599,Project Delta 378,7292,2022
1600,Project Gamma 168,3127,2013
1601,Project Alpha 202,5846,2011
1602,Project Epsilon 524,8244,2013
1603,Project Epsilon 397,8838,2022
1604,Project Zeta 408,2587,2012
1605,Project Delta 771,7084,2013
1606,Project Alpha 476,4959,2013
1607,Project Alpha 707,481,2013
1608,Project Zeta 768,5099,2021
1609,Project Epsilon 220,4043,2011
1610,Project Gamma 940,6242,2020
1611,Project Gamma 300,6213,2016
1612,Project Delta 190,3395,2016
1613,Project Gamma 528,3208,2015
1614,Project Alpha 864,4940,2015
1615,Project Beta 288,8439,2022
1616,Project Zeta 238,3483,2012
1617,Project Gamma 803,3545,2023
1618,Project Gamma 623,5260,2021
1619,Project Beta 943,9759,2017
1620,Project Epsilon 681,3469,2021
1621,Project Gamma 710,6658,2015
1622,Project Delta 567,5166,2018
1623,Project Beta 756,3625,2015
1624,Project Beta 222,9953,2017
1625,Project Alpha 799,6350,2014
1626,Project Alpha 543,4726,2011
1627,Project Beta 300,1251,2015
1628,Project Gamma 141,2549,2014
1629,Project Gamma 571,8242,2013
1630,Project Alpha 563,5473,2010
1631,Project Alpha 509,3225,2012
1632,Project Delta 749,343,2013
1633,Project Zeta 375,9358,2011
1634,Project Gamma 204,271,2020
1635,Project Gamma 228,6233,2019
1636,Project Zeta 506,3294,2023
1637,Project Delta 404,2739,2017
1638,Project Beta 847,1215,2012
1639,Project Delta 367,5133,2014
1640,Project Beta 496,7970,2016
1641,Project Epsilon 763,7882,2019
1642,Project Delta 590,5010,2016
1643,Project Delta 744,3047,2016
1644,Project Epsilon 626,6691,2021
1645,Project Beta 104,1459,2021
1646,Project Beta 311,3615,2012
1647,Project Delta 729,9191,2021
1648,Project Zeta 663,2210,2022
1649,Project Alpha 949,7409,2010
1650,Project Beta 756,6833,2020
1651,Project Delta 223,9880,2019
1652,Project Delta 172,4860,2023
1653,Project Epsilon 389,1541,2023
1654,Project Epsilon 460,1960,2014
1655,Project Zeta 570,5812,2016
1656,Project Alpha 525,682,2022
1657,Project Beta 657,4640,2019
1658,Project Gamma 807,2462,2016
1659,Project Alpha 938,6861,2018
1660,Project Beta 960,2584,2018
1661,Project Delta 679,5135,2021
1662,Project Delta 173,5028,2022
1663,Project Alpha 871,177,2019
1664,Project Delta 491,1146,2020
1665,Project Gamma 729,2781,2019
1666,Project Beta 261,5528,2017
1667,Project Epsilon 713,754,2018
1668,Project Epsilon 443,710,2016
1669,Project Epsilon 115,3134,2010
1670,Project Zeta 999,3647,2014
1671,Project Zeta 866,7908,2021
1672,Project Zeta 879,1167,2011
1673,Project Beta 150,2250,2017
1674,Project Beta 125,2277,2013
1675,Project Epsilon 740,5942,2020
1676,Project Epsilon 952,5416,2021
1677,Project Alpha 810,2283,2019
1678,Project Zeta 257,577,2017
1679,Project Beta 250,3228,2010
1680,Project Beta 348,6090,2021
1681,Project Epsilon 253,3647,2013
1682,Project Epsilon 653,5888,2011
1683,Project Alpha 815,1966,2013
1684,Project Zeta 882,9545,2017
1685,Project Zeta 580,3992,2018
1686,Project Zeta 568,9857,2012
1687,Project Delta 664,7665,2016
1688,Project Delta 646,2563,2013
1689,Project Delta 107,9034,2021
1690,Project Gamma 286,2134,2019
1691,Project Delta 929,6687,2015
1692,Project Alpha 411,4190,2020
1693,Project Gamma 915,8340,2016
1694,Project Gamma 570,4437,2013
1695,Project Alpha 512,2544,2023
1696,Project Alpha 491,8649,2011
1697,Project Gamma 792,9128,2020
1698,Project Gamma 928,9274,2019
1699,Project Zeta 226,9628,2018
1700,Project Zeta 549,2314,2010
1701,Project Beta 963,9670,2018
1702,Project Alpha 164,3416,2010
1703,Project Alpha 630,4452,2013
1704,Project Zeta 323,9585,2011
1705,Project Gamma 186,9490,2021
1706,Project Epsilon 218,1237,2021
1707,Project Zeta 548,9682,2016
1708,Project Beta 299,347,2020
1709,Project Gamma 101,7448,2022
1710,Project Gamma 685,5567,2010
1711,Project Gamma 389,3917,2023
1712,Project Beta 551,1587,2023
1713,Project Epsilon 270,9346,2018
1714,Project Zeta 106,2328,2021
1715,Project Epsilon 387,4321,2022
1716,Project Alpha 915,6707,2011
1717,Project Zeta 486,9698,2013
1718,Project Zeta 518,2931,2014
1719,Project Alpha 632,8622,2022
1720,Project Gamma 984,1879,2020
1721,Project Zeta 538,3812,2012
1722,Project Beta 618,1701,2013
1723,Project Delta 114,5246,2017
1724,Project Zeta 780,4822,2011
1725,Project Alpha 348,7797,2016
1726,Project Beta 279,6790,2023
1727,Project Zeta 442,9847,2014
1728,Project Alpha 835,5347,2012
1729,Project Gamma 998,8751,2013
1730,Project Epsilon 458,1371,2022
1731,Project Delta 339,5159,2017
1732,Project Epsilon 175,1944,2016
1733,Project Gamma 906,4556,2021
1734,Project Delta 520,8200,2014
1735,Project Delta 208,3115,2012
1736,Project Zeta 734,962,2022
1737,Project Alpha 894,965,2012
1738,Project Epsilon 764,1655,2015
1739,Project Epsilon 890,5586,2020
1740,Project Alpha 959,1613,2018
1741,Project Gamma 638,1331,2011
1742,Project Alpha 196,4674,2016
1743,Project Alpha 234,3135,2022
1744,Project Zeta 479,4096,2015
1745,Project Zeta 904,9701,2016
1746,Project Epsilon 266,8360,2019
1747,Project Alpha 199,4435,2010
1748,Project Epsilon 216,2304,2021
1749,Project Beta 444,7026,2013
1750,Project Alpha 508,8114,2023
1751,Project Delta 504,804,2012
1752,Project Delta 197,6506,2018
1753,Project Epsilon 284,7589,2018
1754,Project Zeta 668,9110,2014
1755,Project Delta 624,7535,2011
1756,Project Epsilon 178,3257,2023
1757,Project Epsilon 335,5033,2017
1758,Project Zeta 554,749,2015
1759,Project Alpha 112,4187,2017
1760,Project Beta 101,9090,2010
1761,Project Beta 629,2697,2011
1762,Project Beta 216,1289,2021
1763,Project Gamma 958,8376,2012
1764,Project Gamma 744,1514,2023
1765,Project Zeta 408,3835,2010
1766,Project Gamma 878,4843,2014
1767,Project Delta 680,7610,2018
1768,Project Zeta 702,4861,2012
1769,Project Gamma 676,6762,2013
1770,Project Gamma 693,258,2022
1771,Project Alpha 193,9679,2017
1772,Project Delta 638,9979,2013
1773,Project Beta 383,5894,2010
1774,Project Alpha 364,1704,2019
1775,Project Gamma 191,1420,2013
1776,Project Zeta 144,3514,2010
1777,Project Delta 894,6373,2023
1778,Project Delta 172,7811,2010
1779,Project Delta 819,1742,2016
1780,Project Zeta 840,6586,2018
1781,Project Zeta 374,6780,2014
1782,Project Zeta 651,2220,2022
1783,Project Zeta 131,9820,2018
1784,Project Delta 229,8699,2014
1785,Project Epsilon 953,1161,2018
1786,Project Alpha 647,6378,2019
1787,Project Delta 718,2289,2013
1788,Project Gamma 360,4196,2010
1789,Project Gamma 478,7208,2012
1790,Project Gamma 610,7557,2012
1791,Project Alpha 909,3645,2022
1792,Project Epsilon 519,3212,2020
1793,Project Delta 256,420,2021
1794,Project Epsilon 176,6688,2010
1795,Project Zeta 379,9572,2020
1796,Project Gamma 212,7817,2021
1797,Project Zeta 261,3174,2011
1798,Project Epsilon 129,1025,2017
1799,Project Alpha 815,6396,2016
1800,Project Epsilon 484,3978,2023
1801,Project Delta 237,1637,2021
1802,Project Epsilon 912,5948,2022
1803,Project Epsilon 689,3531,2023
1804,Project Gamma 625,4100,2021
1805,Project Zeta 868,836,2022
1806,Project Gamma 592,646,2022
1807,Project Gamma 810,7481,2011
1808,Project Beta 951,6825,2015
1809,Project Delta 454,6294,2023
1810,Project Zeta 384,1653,2020
1811,Project Delta 423,6473,2016
1812,Project Delta 568,1559,2015
1813,Project Delta 891,1838,2011
1814,Project Alpha 243,639,2017
1815,Project Alpha 207,8558,2021
1816,Project Zeta 118,5532,2020
1817,Project Epsilon 886,9286,2013
1818,Project Gamma 683,6927,2017
1819,Project Zeta 703,3044,2022
1820,Project Delta 286,5924,2021
1821,Project Gamma 240,5656,2017
1822,Project Delta 180,5726,2010
1823,Project Zeta 829,3894,2013
1824,Project Gamma 992,9952,2022
1825,Project Zeta 625,4230,2018
1826,Project Alpha 960,8450,2016
1827,Project Alpha 616,7064,2020
1828,Project Zeta 807,8463,2021
1829,Project Beta 869,165,2023
1830,Project Gamma 309,4592,2012
1831,Project Beta 706,9879,2023
1832,Project Zeta 961,8127,2018
1833,Project Gamma 322,2143,2023
1834,Project Alpha 807,55,2011
1835,Project Zeta 346,3589,2019
1836,Project Epsilon 678,3559,2010
1837,Project Epsilon 114,4597,2010
1838,Project Alpha 353,8028,2023
1839,Project Delta 452,9080,2014
1840,Project Zeta 772,9294,2020
1841,Project Alpha 208,4982,2010
1842,Project Gamma 543,5454,2021
1843,Project Alpha 251,5767,2017
1844,Project Epsilon 600,611,2020
1845,Project Zeta 936,9795,2010
1846,Project Epsilon 432,923,2012
1847,Project Zeta 572,9861,2019
1848,Project Alpha 377,6405,2013
1849,Project Delta 719,1115,2022
1850,Project Epsilon 881,9427,2011
1851,Project Epsilon 883,3161,2022
1852,Project Epsilon 530,4370,2018
1853,Project Epsilon 292,6233,2012
1854,Project Delta 700,6794,2011
1855,Project Delta 817,3177,2016
1856,Project Delta 787,7783,2011
1857,Project Delta 826,7499,2015
1858,Project Beta 712,6735,2021
1859,Project Zeta 684,4902,2020
1860,Project Beta 805,6304,2019
1861,Project Alpha 466,4458,2021
1862,Project Epsilon 747,7572,2018
1863,Project Epsilon 846,1441,2020
1864,Project Zeta 371,1578,2021
1865,Project Beta 364,5373,2023
1866,Project Beta 914,7286,2022
1867,Project Delta 136,5925,2010
1868,Project Epsilon 923,7742,2015
1869,Project Gamma 141,5278,2016
1870,Project Beta 371,4839,2023
1871,Project Epsilon 182,8905,2021
1872,Project Zeta 995,8793,2018
1873,Project Zeta 940,6316,2017
1874,Project Epsilon 705,6030,2023
1875,Project Alpha 203,3699,2019
1876,Project Alpha 690,3292,2018
1877,Project Delta 163,7181,2014
1878,Project Zeta 182,4896,2012
1879,Project Alpha 203,3945,2014
1880,Project Epsilon 935,8814,2023
1881,Project Gamma 316,9046,2021
1882,Project Beta 658,1232,2014
1883,Project Alpha 399,6397,2012
1884,Project Gamma 586,8732,2016
1885,Project Zeta 845,3212,2022
1886,Project Gamma 960,7210,2022
1887,Project Beta 320,6727,2020
1888,Project Beta 593,3724,2013
1889,Project Alpha 613,9347,2010
1890,Project Beta 413,5219,2022
1891,Project Gamma 417,6501,2020
1892,Project Epsilon 390,4080,2022
1893,Project Beta 955,1030,2021
1894,Project Alpha 986,9730,2015
1895,Project Gamma 715,6342,2018
1896,Project Delta 204,7982,2017
1897,Project Zeta 781,3084,2010
1898,Project Delta 679,49,2019
1899,Project Epsilon 177,9358,2019
1900,Project Zeta 748,8208,2023
1901,Project Gamma 506,7306,2016
1902,Project Alpha 576,315,2019
1903,Project Epsilon 481,1935,2011
1904,Project Alpha 320,5753,2016
1905,Project Zeta 266,5219,2017
1906,Project Zeta 507,2179,2011
1907,Project Alpha 843,9750,2010
1908,Project Beta 639,424,2015
1909,Project Delta 876,9673,2021
1910,Project Gamma 482,382,2010
1911,Project Alpha 883,4208,2014
1912,Project Gamma 175,5643,2016
1913,Project Delta 796,3904,2010
1914,Project Gamma 844,7354,2012
1915,Project Delta 481,7108,2012
1916,Project Beta 122,2684,2011
1917,Project Delta 426,8859,2019
1918,Project Beta 942,9198,2013
1919,Project Epsilon 817,359,2015
1920,Project Beta 570,480,2011
1921,Project Zeta 332,7834,2021
1922,Project Delta 819,474,2020
1923,Project Delta 289,79,2020
1924,Project Beta 256,4575,2018
1925,Project Epsilon 297,2307,2013
1926,Project Zeta 576,7891,2015
1927,Project Delta 603,7797,2019
1928,Project Gamma 484,6357,2023
1929,Project Epsilon 432,3351,2023
1930,Project Beta 383,1913,2022
1931,Project Gamma 617,4636,2012
1932,Project Delta 765,9201,2019
1933,Project Epsilon 663,578,2017
1934,Project Delta 467,7803,2023
1935,Project Zeta 392,7164,2022
1936,Project Gamma 642,5551,2020
1937,Project Zeta 549,8998,2015
1938,Project Delta 941,4904,2015
1939,Project Alpha 894,9532,2012
1940,Project Gamma 240,7348,2019
1941,Project Beta 371,6323,2018
1942,Project Zeta 230,9167,2015
1943,Project Alpha 508,5667,2012
1944,Project Beta 783,8543,2017
1945,Project Beta 434,1768,2011
1946,Project Epsilon 578,7874,2018
1947,Project Delta 346,4254,2020
1948,Project Alpha 380,4664,2018
1949,Project Delta 781,7950,2017
1950,Project Gamma 555,6678,2022
1951,Project Beta 698,7304,2020
1952,Project Zeta 179,299,2013
1953,Project Alpha 636,8797,2017
1954,Project Beta 609,7971,2023
1955,Project Epsilon 528,898,2023
1956,Project Delta 783,8837,2018
1957,Project Epsilon 785,6259,2017
1958,Project Zeta 831,4633,2021
1959,Project Beta 109,5416,2020
1960,Project Zeta 131,5316,2017
1961,Project Epsilon 403,6610,2012
1962,Project Beta 942,1142,2016
1963,Project Beta 368,6668,2015
1964,Project Alpha 644,6631,2023
1965,Project Gamma 890,1857,2015
1966,Project Beta 187,2174,2011
1967,Project Gamma 173,3825,2021
1968,Project Epsilon 228,8222,2020
1969,Project Delta 738,769,2018
1970,Project Zeta 950,7048,2020
1971,Project Epsilon 537,5160,2022
1972,Project Alpha 754,4153,2016
1973,Project Delta 927,870,2022
1974,Project Alpha 606,231,2022
1975,Project Zeta 458,9285,2013
1976,Project Epsilon 524,7588,2010
1977,Project Alpha 934,5485,2015
1978,Project Zeta 987,2703,2012
1979,Project Delta 415,1276,2021
1980,Project Beta 369,6322,2015
1981,Project Gamma 257,9849,2015
1982,Project Zeta 597,9196,2017
1983,Project Beta 424,1880,2016
1984,Project Epsilon 344,2287,2010
1985,Project Beta 262,7588,2021
1986,Project Alpha 184,3512,2020
1987,Project Alpha 612,823,2010
1988,Project Beta 184,4556,2019
1989,Project Epsilon 152,523,2021
1990,Project Epsilon 360,7256,2020
1991,Project Gamma 935,5454,2015
1992,Project Delta 800,7961,2013
1993,Project Gamma 803,3549,2012
1994,Project Epsilon 284,3751,2019
1995,Project Alpha 292,2088,2020
1996,Project Zeta 167,9008,2022
1997,Project Zeta 346,6814,2016
1998,Project Epsilon 931,4304,2019
1999,Project Epsilon 354,5871,2019
2000,Project Epsilon 756,163,2018
2001,Project Gamma 499,9838,2018
2002,Project Delta 311,2265,2019
2003,Project Delta 423,8364,2014
2004,Project Gamma 537,2322,2017
2005,Project Alpha 763,3106,2017
2006,Project Alpha 740,2354,2014
2007,Project Gamma 501,9997,2018
2008,Project Gamma 456,9240,2018
2009,Project Epsilon 843,477,2019
2010,Project Alpha 488,6542,2023
2011,Project Alpha 687,4865,2017
2012,Project Epsilon 303,896,2023
2013,Project Delta 250,6975,2014
2014,Project Delta 837,5433,2018
2015,Project Epsilon 679,9671,2018
2016,Project Delta 281,4385,2014
2017,Project Gamma 498,3974,2011
2018,Project Beta 845,8683,2020
2019,Project Gamma 915,2291,2020
2020,Project Alpha 693,2831,2017
2021,Project Gamma 699,4026,2020
2022,Project Epsilon 947,726,2019
2023,Project Epsilon 194,1311,2012
2024,Project Beta 138,2977,2022
2025,Project Alpha 449,1579,2012
2026,Project Zeta 801,8320,2015
2027,Project Alpha 315,6280,2018
2028,Project Gamma 132,5320,2014
2029,Project Alpha 832,6353,2020
2030,Project Gamma 269,3768,2017
2031,Project Alpha 101,8806,2023
2032,Project Delta 610,7801,2015
2033,Project Alpha 729,884,2022
2034,Project Alpha 310,2883,2012
2035,Project Zeta 541,436,2017
2036,Project Beta 393,7607,2018
2037,Project Zeta 393,3930,2012
2038,Project Delta 578,4204,2018
2039,Project Gamma 532,4460,2020
2040,Project Beta 179,1014,2023
2041,Project Beta 243,3577,2013
2042,Project Epsilon 779,5800,2022
2043,Project Gamma 348,7317,2021
2044,Project Delta 592,3869,2010
2045,Project Zeta 464,8979,2015
2046,Project Epsilon 278,1265,2019
2047,Project Delta 861,4549,2022
2048,Project Gamma 716,6875,2018
2049,Project Beta 241,4448,2013
2050,Project Alpha 239,1310,2012
2051,Project Gamma 474,8216,2018
2052,Project Epsilon 632,3203,2021
2053,Project Epsilon 272,3376,2010
2054,Project Delta 656,1958,2014
2055,Project Alpha 230,5405,2017
2056,Project Alpha 778,6760,2017
2057,Project Alpha 568,8163,2023
2058,Project Epsilon 820,3055,2023
2059,Project Gamma 359,5629,2014
2060,Project Zeta 945,7683,2015
2061,Project Zeta 716,7178,2011
2062,Project Alpha 336,1806,2015
2063,Project Zeta 525,8625,2023
2064,Project Delta 315,1919,2020
2065,Project Alpha 233,4891,2012
2066,Project Delta 923,4845,2015
2067,Project Epsilon 842,7033,2013
2068,Project Epsilon 386,7003,2018
2069,Project Gamma 480,8414,2013
2070,Project Zeta 201,206,2022
2071,Project Epsilon 114,3152,2023
2072,Project Gamma 668,5652,2018
2073,Project Zeta 587,2216,2016
2074,Project Beta 797,3072,2021
2075,Project Delta 458,565,2023
2076,Project Beta 602,1163,2019
2077,Project Beta 498,5009,2012
2078,Project Alpha 863,110,2012
2079,Project Beta 662,7191,2023
2080,Project Beta 974,8459,2023
2081,Project Epsilon 131,8006,2013
2082,Project Delta 524,5040,2019
2083,Project Delta 142,6206,2020
2084,Project Epsilon 944,5127,2019
2085,Project Zeta 735,44,2021
2086,Project Zeta 799,1917,2019
2087,Project Delta 778,4377,2013
2088,Project Zeta 777,3927,2015
2089,Project Delta 246,3096,2019
2090,Project Gamma 907,437,2012
2091,Project Alpha 179,1979,2018
2092,Project Delta 105,724,2010
2093,Project Alpha 650,2294,2012
2094,Project Beta 156,5881,2013
2095,Project Beta 867,2734,2010
2096,Project Epsilon 700,3851,2019
2097,Project Zeta 467,6283,2022
2098,Project Alpha 641,9360,2018
2099,Project Alpha 398,6958,2016
2100,Project Alpha 969,7324,2011
2101,Project Alpha 985,1510,2014
2102,Project Delta 984,8791,2012
2103,Project Gamma 928,7632,2023
2104,Project Gamma 678,1633,2022
2105,Project Alpha 598,3137,2019
2106,Project Alpha 909,6426,2016
2107,Project Gamma 159,6601,2018
2108,Project Epsilon 744,8236,2015
2109,Project Delta 834,7039,2022
2110,Project Alpha 287,7617,2013
2111,Project Alpha 534,326,2013
2112,Project Gamma 154,2519,2021
2113,Project Gamma 991,5575,2010
2114,Project Delta 942,3265,2012
2115,Project Zeta 574,997,2021
2116,Project Zeta 788,5726,2012
2117,Project Gamma 190,7004,2019
2118,Project Gamma 896,5144,2016
2119,Project Gamma 490,8796,2016
2120,Project Delta 578,6498,2022
2121,Project Zeta 775,4168,2016
2122,Project Epsilon 977,1968,2014
2123,Project Beta 831,8275,2014
2124,Project Alpha 117,83,2023
2125,Project Alpha 956,1798,2013
2126,Project Delta 369,3136,2017
2127,Project Epsilon 377,8014,2021
2128,Project Alpha 117,7778,2013
2129,Project Epsilon 931,2922,2013
2130,Project Beta 250,5327,2023
2131,Project Zeta 778,8884,2021
2132,Project Beta 328,7879,2016
2133,Project Beta 757,2315,2023
2134,Project Beta 837,3856,2014
2135,Project Gamma 145,1895,2015
2136,Project Gamma 221,7713,2017
2137,Project Delta 477,7567,2018
2138,Project Delta 934,7162,2011
2139,Project Alpha 815,827,2010
2140,Project Alpha 459,9806,2011
2141,Project Alpha 642,6246,2012
2142,Project Zeta 849,4394,2017
2143,Project Epsilon 870,3912,2019
2144,Project Beta 740,3377,2014
2145,Project Epsilon 780,9469,2011
2146,Project Gamma 157,2104,2016
2147,Project Epsilon 757,6372,2013
2148,Project Alpha 427,5696,2020
2149,Project Gamma 792,8614,2010
2150,Project Zeta 119,8248,2017
2151,Project Gamma 610,5546,2017
2152,Project Gamma 200,3474,2011
2153,Project Epsilon 880,3660,2021
2154,Project Zeta 664,2226,2013
2155,Project Delta 155,8807,2014
2156,Project Gamma 362,6360,2018
2157,Project Zeta 427,271,2011
2158,Project Zeta 302,8875,2011
2159,Project Beta 618,6011,2021
2160,Project Zeta 405,1789,2018
2161,Project Gamma 281,3700,2012
2162,Project Delta 857,4585,2015
2163,Project Delta 147,1077,2017
2164,Project Delta 355,3745,2023
2165,Project Delta 776,623,2011
2166,Project Alpha 532,5921,2013
2167,Project Delta 145,5669,2014
2168,Project Zeta 946,9257,2017
2169,Project Alpha 288,7750,2019
2170,Project Beta 180,624,2018
2171,Project Beta 999,6359,2012
2172,Project Zeta 763,7873,2017
2173,Project Gamma 528,9796,2019
2174,Project Zeta 728,5,2016
2175,Project Zeta 122,4927,2011
2176,Project Epsilon 544,6361,2010
2177,Project Epsilon 468,6296,2016
2178,Project Alpha 186,9112,2012
2179,Project Epsilon 691,2125,2023
2180,Project Alpha 823,286,2017
2181,Project Gamma 614,7058,2014
2182,Project Beta 469,9210,2022
2183,Project Beta 122,9588,2017
2184,Project Gamma 328,3248,2021
2185,Project Delta 302,1850,2014
2186,Project Epsilon 985,2206,2018
2187,Project Zeta 705,6686,2019
2188,Project Alpha 628,6624,2011
2189,Project Zeta 586,5240,2020
2190,Project Delta 658,7078,2013
2191,Project Gamma 424,4504,2022
2192,Project Epsilon 491,4584,2020
2193,Project Zeta 273,2827,2010
2194,Project Delta 928,9303,2022
2195,Project Epsilon 780,2510,2015
2196,Project Gamma 641,3943,2010
2197,Project Alpha 302,5730,2018
2198,Project Alpha 779,9041,2022
2199,Project Delta 477,6648,2020
2200,Project Beta 360,4749,2019
2201,Project Alpha 836,643,2018
2202,Project Epsilon 456,3810,2014
2203,Project Epsilon 659,3933,2011
2204,Project Epsilon 953,3055,2017
2205,Project Zeta 267,7419,2023
2206,Project Delta 618,3436,2014
2207,Project Alpha 608,9551,2023
2208,Project Zeta 741,3079,2012
2209,Project Epsilon 180,9125,2011
2210,Project Delta 778,7764,2011
2211,Project Delta 562,1537,2011
2212,Project Alpha 331,4662,2010
2213,Project Beta 154,8052,2023
2214,Project Beta 547,1083,2017
2215,Project Gamma 427,7455,2022
2216,Project Gamma 208,7762,2020
2217,Project Epsilon 167,8225,2014
2218,Project Zeta 641,95,2010
2219,Project Alpha 128,252,2023
2220,Project Alpha 333,3913,2010
2221,Project Zeta 753,2761,2021
2222,Project Alpha 382,8972,2019
2223,Project Alpha 361,132,2011
2224,Project Alpha 844,4051,2023
2225,Project Zeta 684,2649,2011
2226,Project Gamma 776,9152,2023
2227,Project Zeta 179,9507,2012
